pincode,district,state,latitude,longitude
500078,Medchal Malkajgiri,Telangana,17.5634,78.5378
500079,Ranga Reddy,Telangana,17.3354,78.5373
500080,Hyderabad,Telangana,17.3931,78.4763
500081,Hyderabad,Telangana,17.4474,78.3962
500082,Hyderabad,Telangana,17.4218,78.4550
500083,Medchal Malkajgiri,Telangana,17.4739,78.5119
500084,Hyderabad,Telangana,17.4739,78.5119
500085,Medchal Malkajgiri,Telangana,17.4932,78.3925
500086,Ranga Reddy,Telangana,17.3488,78.3769
500087,Medchal Malkajgiri,Telangana,,
500088,Medchal Malkajgiri,Telangana,17.4400,78.6524
500089,Ranga Reddy,Telangana,,
500090,Medchal Malkajgiri,Telangana,17.5176,78.3359
500091,Ranga Reddy,Telangana,17.3931,78.4763
500092,Medchal Malkajgiri,Telangana,17.4201,78.5845
500093,Medchal Malkajgiri,Telangana,17.3931,78.4763
500094,Hyderabad,Telangana,17.4879,78.6419
500095,Hyderabad,Telangana,17.3969,78.4772
500096,Hyderabad,Telangana,17.6997,78.6853
500097,Ranga Reddy,Telangana,17.3275,78.5364
500098,Medchal Malkajgiri,Telangana,17.4082,78.6016
500100,Medchal Malkajgiri,Telangana,17.4739,78.5119
500101,Medchal Malkajgiri,Telangana,17.4739,78.5119
500102,Ranga Reddy,Telangana,17.3551,78.5376
500103,Medchal Malkajgiri,Telangana,17.4876,78.5725
500104,Ranga Reddy,Telangana,17.4156,78.3706
500107,Hyderabad,Telangana,17.4500,78.3102
500108,Ranga Reddy,Telangana,17.2403,78.4294
500109,Hyderabad,Telangana,,
500110,Hyderabad,Telangana,17.4190,78.4017
500111,Ranga Reddy,Telangana,17.4350,78.3390
500112,Ranga Reddy,Telangana,,
500113,Ranga Reddy,Telangana,17.3098,78.5332
500114,Medchal Malkajgiri,Telangana,17.7633,78.7081
500115,Ranga Reddy,Telangana,17.3629,78.5842
501101,Vikarabad,Telangana,17.3385,77.9094
501102,Vikarabad,Telangana,17.3385,77.9094
501106,Vikarabad,Telangana,17.3822,77.7472
501111,Vikarabad,Telangana,,
501121,Vikarabad,Telangana,17.3109,77.7807
501141,Vikarabad,Telangana,17.2529,77.5844
501142,Vikarabad,Telangana,17.3397,77.6595
501143,Vikarabad,Telangana,17.2169,77.4987
501144,Vikarabad,Telangana,17.2141,77.6484
501158,Vikarabad,Telangana,17.2980,77.4812
501202,Vikarabad,Telangana,,
501203,Ranga Reddy,Telangana,17.4145,78.1212
501218,Ranga Reddy,Telangana,17.4739,78.5119
501301,Medchal Malkajgiri,Telangana,17.4518,78.6829
501359,Ranga Reddy,Telangana,17.1712,78.4564
501401,Medchal Malkajgiri,Telangana,17.6364,78.4878
501501,Vikarabad,Telangana,,
501502,Vikarabad,Telangana,17.1558,77.8713
501503,Ranga Reddy,Telangana,17.3104,78.1379
501504,Ranga Reddy,Telangana,17.3268,78.2747
501505,Ranga Reddy,Telangana,17.3289,78.6428
501506,Ranga Reddy,Telangana,17.4739,78.5119
501508,Ranga Reddy,Telangana,17.2038,78.7150
501509,Ranga Reddy,Telangana,16.9954,78.6792
501510,Ranga Reddy,Telangana,17.2278,78.5874
501511,Ranga Reddy,Telangana,17.2676,78.6771
501512,Ranga Reddy,Telangana,17.2962,78.7148
502001,Sangareddy,Telangana,17.9956,78.1424
502032,Sangareddy,Telangana,17.4977,78.2896
502101,Medak,Telangana,18.1181,78.4312
502102,Medak,Telangana,18.0490,78.2673
502103,Siddipet,Telangana,,
502107,Siddipet,Telangana,18.1613,78.8073
502108,Siddipet,Telangana,,
502109,Medak,Telangana,18.0490,78.2673
502110,Medak,Telangana,18.0467,78.2608
502113,Medak,Telangana,18.0857,78.2630
502114,Siddipet,Telangana,18.1094,78.7739
502115,Medak,Telangana,18.1146,78.3995
502117,Medak,Telangana,18.0199,78.2949
502125,Medak,Telangana,18.0340,78.1884
502130,Medak,Telangana,18.0659,78.2292
502205,Sangareddy,Telangana,17.5050,78.1443
502210,Sangareddy,Telangana,17.6003,77.7147
502220,Sangareddy,Telangana,,
502221,Sangareddy,Telangana,,
502228,Sangareddy,Telangana,,
502246,Sangareddy,Telangana,17.7636,77.7111
502247,Siddipet,Telangana,,
502248,Medak,Telangana,18.0449,78.4236
502249,Sangareddy,Telangana,,
502251,Sangareddy,Telangana,,
502255,Medak,Telangana,17.9736,78.4616
502256,Sangareddy,Telangana,,
502257,Sangareddy,Telangana,17.8378,77.7462
502267,Siddipet,Telangana,18.1500,78.9417
502269,Medak,Telangana,17.9661,77.9295
502270,Sangareddy,Telangana,17.8369,78.0717
502271,Medak,Telangana,18.0512,77.9136
502273,Sangareddy,Telangana,17.8191,78.0768
502276,Siddipet,Telangana,18.1607,78.8999
502277,Siddipet,Telangana,18.0093,78.8910
502278,Siddipet,Telangana,17.8491,78.6712
502279,Siddipet,Telangana,17.7724,78.6972
502280,Siddipet,Telangana,18.0620,79.0363
502281,Siddipet,Telangana,17.7673,78.8075
502284,Sangareddy,Telangana,17.5900,78.1200
502285,Sangareddy,Telangana,17.5808,78.1079
502286,Sangareddy,Telangana,,
502287,Sangareddy,Telangana,,
502290,Medak,Telangana,17.9653,77.8729
502291,Sangareddy,Telangana,17.6167,77.9507
502293,Sangareddy,Telangana,17.7606,77.9481
502294,Sangareddy,Telangana,,
502295,Sangareddy,Telangana,17.9691,78.0786
502296,Sangareddy,Telangana,17.6275,78.1582
502300,Sangareddy,Telangana,17.5418,78.2280
502301,Siddipet,Telangana,17.8659,78.7609
502302,Medak,Telangana,17.9733,78.0352
502303,Medak,Telangana,18.0377,78.0866
502305,Sangareddy,Telangana,,
502306,Sangareddy,Telangana,17.6122,77.8919
502307,Sangareddy,Telangana,17.5343,78.1943
502310,Siddipet,Telangana,,
502311,Siddipet,Telangana,17.7706,78.6955
502312,Siddipet,Telangana,17.8334,78.7054
502313,Medak,Telangana,18.0490,78.2673
502314,Medak,Telangana,,
502316,Medak,Telangana,17.8994,78.2066
502318,Sangareddy,Telangana,17.6812,77.6510
502319,Sangareddy,Telangana,17.5317,78.2644
502321,Sangareddy,Telangana,17.6644,77.7093
502324,Sangareddy,Telangana,17.5189,78.2777
502325,Sangareddy,Telangana,17.5535,78.3503
502329,Sangareddy,Telangana,17.5636,78.1663
502331,Medak,Telangana,18.0433,78.1363
502334,Medak,Telangana,17.9052,78.4611
502335,Medak,Telangana,17.9052,78.4611
502336,Medak,Telangana,17.8829,78.2731
502345,Sangareddy,Telangana,17.6491,77.8075
502371,Sangareddy,Telangana,,
502372,Siddipet,Telangana,17.8906,78.7961
502375,Siddipet,Telangana,18.0932,78.9619
502381,Medak,Telangana,17.9462,78.1151
503001,Nizamabad,Telangana,18.6658,78.0997
503002,Nizamabad,Telangana,18.8230,78.1321
503003,Nizamabad,Telangana,18.6772,78.1030
503101,Kamareddy,Telangana,18.1901,78.4019
503102,Kamareddy,Telangana,18.2405,78.3603
503108,Kamareddy,Telangana,18.1053,78.1250
503110,Kamareddy,Telangana,18.2593,78.3008
503111,Kamareddy,Telangana,18.3186,78.3375
503112,Kamareddy,Telangana,18.3258,78.3361
503114,Kamareddy,Telangana,18.3828,78.1053
503120,Kamareddy,Telangana,18.3027,78.2201
503122,Kamareddy,Telangana,18.1947,78.0292
503123,Kamareddy,Telangana,18.2674,78.4560
503124,Kamareddy,Telangana,18.2281,78.1295
503125,Kamareddy,Telangana,18.2121,78.5177
503144,Kamareddy,Telangana,18.4123,78.3871
503145,Kamareddy,Telangana,18.4101,78.2721
503164,Nizamabad,Telangana,18.5455,78.2419
503165,Nizamabad,Telangana,18.5898,78.4278
503174,Nizamabad,Telangana,,
503175,Nizamabad,Telangana,18.6345,78.2089
503180,Nizamabad,Telangana,18.6528,77.9128
503185,Nizamabad,Telangana,18.6749,77.8464
503186,Nizamabad,Telangana,18.7056,78.0523
503187,Kamareddy,Telangana,18.3632,77.9019
503188,Nizamabad,Telangana,18.5833,77.8653
503201,Nizamabad,Telangana,18.5407,77.9195
503202,Nizamabad,Telangana,18.6937,78.0521
503206,Nizamabad,Telangana,18.5982,77.9714
503207,Nizamabad,Telangana,18.5801,77.7838
503212,Nizamabad,Telangana,18.8809,78.1701
503213,Nizamabad,Telangana,18.7821,78.1502
503217,Nizamabad,Telangana,18.8548,78.3379
503218,Nizamabad,Telangana,18.8865,78.3487
503219,Nizamabad,Telangana,18.9585,78.3810
503223,Nizamabad,Telangana,18.7953,78.2856
503224,Nizamabad,Telangana,18.7832,78.2966
503225,Nizamabad,Telangana,18.8091,78.4530
503230,Nizamabad,Telangana,18.6470,78.1334
503235,Nizamabad,Telangana,18.7459,77.9307
503245,Nizamabad,Telangana,18.7766,77.9947
503246,Nizamabad,Telangana,18.8111,78.0631
503301,Kamareddy,Telangana,18.4494,77.8770
503302,Kamareddy,Telangana,18.2298,77.9355
503305,Kamareddy,Telangana,18.3333,77.6984
503306,Kamareddy,Telangana,18.4013,77.7409
503307,Nizamabad,Telangana,18.7002,78.4407
503308,Nizamabad,Telangana,18.8352,78.5107
503309,Kamareddy,Telangana,18.4593,77.7087
503310,Kamareddy,Telangana,18.2598,77.7985
503311,Nizamabad,Telangana,18.7978,78.4076
503321,Kamareddy,Telangana,18.4646,77.8086
503322,Nizamabad,Telangana,18.6171,78.2127
504001,Adilabad,Telangana,19.6776,78.5363
504002,Adilabad,Telangana,19.6612,78.5333
504101,Nirmal,Telangana,18.9323,77.9910
504102,Nirmal,Telangana,19.0149,77.9181
504103,Nirmal,Telangana,19.1928,77.9453
504104,Nirmal,Telangana,19.0300,78.1218
504105,Nirmal,Telangana,19.0212,78.3728
504106,Nirmal,Telangana,19.0888,78.3430
504107,Nirmal,Telangana,,
504109,Nirmal,Telangana,19.1550,78.0880
504110,Nirmal,Telangana,19.1932,78.2789
504201,Mancherial,Telangana,18.8559,79.8009
504202,Nirmal,Telangana,19.0710,78.7522
504203,Nirmal,Telangana,19.0786,78.6590
504204,Mancherial,Telangana,18.8476,79.7035
504205,Mancherial,Telangana,19.0819,79.0490
504206,Mancherial,Telangana,18.9923,79.1412
504207,Mancherial,Telangana,18.8756,79.2810
504208,Mancherial,Telangana,18.8777,79.4468
504209,Mancherial,Telangana,18.8831,79.4262
504214,Mancherial,Telangana,19.0206,79.8227
504215,Mancherial,Telangana,18.9051,79.1958
504216,Mancherial,Telangana,18.8494,79.5843
504218,Mancherial,Telangana,19.0360,79.3579
504219,Mancherial,Telangana,19.0718,79.6320
504220,Mancherial,Telangana,19.1653,79.4097
504231,Mancherial,Telangana,18.9871,79.4791
504251,Mancherial,Telangana,19.0729,79.4912
504272,Mancherial,Telangana,19.1501,79.4605
504273,Kumuram Bheem Asifabad,Telangana,19.2406,79.6496
504292,Kumuram Bheem Asifabad,Telangana,19.2553,79.4145
504293,Kumuram Bheem Asifabad,Telangana,19.3650,79.2931
504294,Kumuram Bheem Asifabad,Telangana,19.2325,79.2627
504295,Kumuram Bheem Asifabad,Telangana,19.4729,79.3219
504296,Kumuram Bheem Asifabad,Telangana,19.3526,79.4838
504297,Kumuram Bheem Asifabad,Telangana,19.1786,79.2705
504299,Kumuram Bheem Asifabad,Telangana,19.4717,79.7484
504301,Mancherial,Telangana,18.9337,79.4607
504302,Mancherial,Telangana,18.8519,79.4879
504303,Mancherial,Telangana,18.8621,79.5097
504304,Adilabad,Telangana,19.4010,78.3167
504306,Nirmal,Telangana,19.0896,78.2552
504307,Adilabad,Telangana,19.4128,78.4525
504308,Adilabad,Telangana,19.5450,78.4791
504309,Adilabad,Telangana,19.7332,78.6796
504310,Nirmal,Telangana,19.0830,78.4997
504311,Adilabad,Telangana,19.4118,78.8114
504312,Adilabad,Telangana,19.6886,78.4228
504313,Kumuram Bheem Asifabad,Telangana,19.2622,79.0195
504323,Adilabad,Telangana,19.2804,78.4098
504346,Adilabad,Telangana,19.4951,78.7363
505001,Karimnagar,Telangana,18.4436,79.1329
505002,Karimnagar,Telangana,18.4513,79.1327
505101,Warangal Urban,Telangana,18.1711,79.4919
505102,Warangal Urban,Telangana,18.1604,79.5599
505122,Karimnagar,Telangana,18.2727,79.4924
505129,Karimnagar,Telangana,18.3173,79.4473
505152,Peddapalli,Telangana,18.4240,79.4657
505153,Peddapalli,Telangana,18.4502,79.5162
505162,Peddapalli,Telangana,18.5155,79.4289
505172,Peddapalli,Telangana,18.6151,79.3801
505174,Peddapalli,Telangana,18.5836,79.3827
505184,Peddapalli,Telangana,18.6425,79.6480
505185,Peddapalli,Telangana,18.5183,79.3171
505186,Peddapalli,Telangana,18.4922,79.2491
505187,Peddapalli,Telangana,18.7112,79.3561
505188,Peddapalli,Telangana,18.6682,79.4786
505208,Peddapalli,Telangana,18.7737,79.4456
505209,Peddapalli,Telangana,18.7595,79.5104
505210,Peddapalli,Telangana,18.7230,79.4966
505211,Peddapalli,Telangana,18.6836,79.5406
505212,Peddapalli,Telangana,18.6309,79.5728
505214,Peddapalli,Telangana,18.7342,79.5196
505215,Peddapalli,Telangana,18.7615,79.4737
505301,Rajanna Sircilla,Telangana,18.4333,78.7644
505302,Rajanna Sircilla,Telangana,18.4548,78.8821
505303,Rajanna Sircilla,Telangana,18.3619,78.6656
505304,Rajanna Sircilla,Telangana,18.2983,78.5831
505305,Rajanna Sircilla,Telangana,18.3972,78.6042
505306,Jagitial,Telangana,18.6920,78.7315
505307,Rajanna Sircilla,Telangana,18.5779,78.7405
505325,Jagitial,Telangana,18.8073,78.6216
505326,Jagitial,Telangana,18.8208,78.7110
505327,Jagitial,Telangana,18.7954,78.9153
505330,Jagitial,Telangana,18.8622,78.7434
505331,Jagitial,Telangana,18.9452,78.6867
505401,Rajanna Sircilla,Telangana,18.3960,78.9757
505402,Rajanna Sircilla,Telangana,18.3213,78.9331
505403,Rajanna Sircilla,Telangana,18.5257,78.7911
505404,Rajanna Sircilla,Telangana,18.2906,78.7158
505405,Rajanna Sircilla,Telangana,18.3229,78.8261
505415,Karimnagar,Telangana,18.5765,79.1600
505416,Peddapalli,Telangana,18.7008,79.2088
505425,Jagitial,Telangana,18.9190,79.0905
505445,Karimnagar,Telangana,18.5568,78.9944
505450,Jagitial,Telangana,18.9204,78.5716
505451,Karimnagar,Telangana,18.5045,79.0723
505452,Jagitial,Telangana,18.7169,78.9642
505453,Jagitial,Telangana,18.8127,78.7830
505454,Jagitial,Telangana,18.9606,78.9988
505455,Jagitial,Telangana,18.7890,78.9128
505460,Jagitial,Telangana,18.9219,78.8216
505462,Jagitial,Telangana,18.7373,78.6977
505466,Siddipet,Telangana,18.0752,79.2215
505467,Siddipet,Telangana,18.1258,79.1415
505468,Karimnagar,Telangana,18.2009,79.3976
505469,Karimnagar,Telangana,18.3636,79.2261
505470,Karimnagar,Telangana,18.3238,79.3543
505471,Warangal Urban,Telangana,18.0445,79.3029
505472,Karimnagar,Telangana,18.1873,79.2666
505473,Siddipet,Telangana,18.1693,79.0392
505474,Karimnagar,Telangana,18.3039,79.2842
505475,Karimnagar,Telangana,18.3767,79.5384
505476,Warangal Urban,Telangana,18.1210,79.4430
505480,Karimnagar,Telangana,18.1627,79.3515
505481,Karimnagar,Telangana,18.2485,79.1451
505490,Karimnagar,Telangana,18.2556,79.3093
505497,Warangal Urban,Telangana,18.1038,79.3714
505498,Karimnagar,Telangana,18.2113,79.4026
505501,Jagitial,Telangana,18.6280,78.9193
505502,Karimnagar,Telangana,18.3827,79.4091
505503,Jayashankar Bhupalapally,Telangana,18.6196,79.9165
505504,Jayashankar Bhupalapally,Telangana,18.7023,80.0349
505505,Karimnagar,Telangana,18.4292,79.3017
505514,Peddapalli,Telangana,18.7903,79.3830
505524,Rajanna Sircilla,Telangana,18.5402,78.9173
505525,Peddapalli,Telangana,18.5860,79.2650
505526,Jagitial,Telangana,18.7964,79.1845
505527,Karimnagar,Telangana,18.3721,79.1725
505528,Siddipet,Telangana,18.2362,79.0587
505529,Jagitial,Telangana,18.8342,78.9493
505530,Karimnagar,Telangana,18.3173,79.0892
505531,Karimnagar,Telangana,18.5999,79.0871
505532,Jagitial,Telangana,18.7659,79.0714
506001,Warangal Urban,Telangana,18.0131,79.7416
506002,Warangal Urban,Telangana,17.9829,79.5960
506003,Warangal Urban,Telangana,17.9453,79.5056
506004,Warangal Urban,Telangana,17.9853,79.5238
506005,Warangal Urban,Telangana,17.9446,79.6004
506006,Warangal Rural,Telangana,,
506007,Warangal Urban,Telangana,18.0010,79.5914
506008,Warangal Urban,Telangana,,
506009,Warangal Urban,Telangana,18.0153,79.5587
506011,Warangal Urban,Telangana,18.0135,79.7652
506013,Warangal Urban,Telangana,,
506015,Warangal Urban,Telangana,18.0533,79.5377
506101,Mahabubabad,Telangana,17.5982,80.0017
506102,Mahabubabad,Telangana,17.5955,79.9988
506103,Mahabubabad,Telangana,17.6962,80.0021
506104,Mahabubabad,Telangana,17.5330,79.9196
506105,Mahabubabad,Telangana,17.5247,80.0022
506112,Mahabubabad,Telangana,17.6913,79.8894
506122,Warangal Rural,Telangana,17.7930,79.8054
506132,Warangal Rural,Telangana,,
506134,Mahabubabad,Telangana,17.1521,80.0044
506135,Mahabubabad,Telangana,17.1521,80.0044
506142,Warangal Urban,Telangana,17.9930,79.3968
506143,Jangoan,Telangana,17.8442,79.4166
506144,Jangoan,Telangana,17.8852,79.3886
506145,Jangoan,Telangana,17.9351,79.2539
506146,Jangoan,Telangana,17.6625,79.4012
506151,Warangal Urban,Telangana,17.9503,79.3831
506163,Mahabubabad,Telangana,,
506164,Warangal Rural,Telangana,,
506165,Mulugu,Telangana,18.3390,80.4302
506166,Warangal Urban,Telangana,17.9088,79.5926
506167,Jangoan,Telangana,17.7244,79.1524
506168,Jayashankar Bhupalapally,Telangana,18.2395,79.4519
506169,Jayashankar Bhupalapally,Telangana,18.4397,79.9564
506170,Jayashankar Bhupalapally,Telangana,18.3718,79.7552
506172,Mulugu,Telangana,18.2197,80.5299
506175,Jangoan,Telangana,17.7891,79.1472
506201,Jangoan,Telangana,,
506221,Jangoan,Telangana,17.7967,79.0372
506222,Jangoan,Telangana,17.5340,79.5040
506223,Siddipet,Telangana,17.9394,78.9773
506224,Jangoan,Telangana,,
506244,Jangoan,Telangana,17.7561,79.2205
506252,Jangoan,Telangana,17.7447,79.3983
506301,Jangoan,Telangana,17.8134,79.3340
506302,Jangoan,Telangana,17.5690,79.3640
506303,Jangoan,Telangana,17.6556,79.2397
506310,Warangal Rural,Telangana,,
506313,Warangal Rural,Telangana,17.7725,79.5674
506314,Warangal Rural,Telangana,17.7049,79.6067
506315,Mahabubabad,Telangana,17.3928,79.8762
506316,Jangoan,Telangana,17.7688,79.4768
506317,Mahabubabad,Telangana,,
506318,Mahabubabad,Telangana,,
506319,Warangal Rural,Telangana,18.1340,79.7141
506324,Mahabubabad,Telangana,17.5165,79.7344
506329,Warangal Rural,Telangana,,
506330,Warangal Rural,Telangana,,
506331,Warangal Rural,Telangana,18.0022,79.8079
506332,Warangal Rural,Telangana,17.8820,79.8702
506333,Warangal Rural,Telangana,,
506342,Warangal Rural,Telangana,18.0311,79.7285
506343,Mulugu,Telangana,18.1663,79.9347
506344,Mulugu,Telangana,18.1776,80.3123
506345,Jayashankar Bhupalapally,Telangana,18.3076,79.8700
506347,Mulugu,Telangana,18.1939,80.1691
506348,Jayashankar Bhupalapally,Telangana,18.2500,79.7574
506349,Warangal Rural,Telangana,18.0868,79.8158
506350,Warangal Rural,Telangana,,
506352,Mulugu,Telangana,18.1573,79.9984
506355,Siddipet,Telangana,17.9070,78.8773
506356,Jayashankar Bhupalapally,Telangana,18.3767,79.6352
506365,Warangal Rural,Telangana,17.7361,79.7244
506366,Jayashankar Bhupalapally,Telangana,18.2932,79.6122
506367,Siddipet,Telangana,17.9794,79.0628
506368,Mahabubabad,Telangana,17.6066,79.7606
506369,Warangal Rural,Telangana,17.6992,79.7355
506370,Warangal Urban,Telangana,18.0001,79.5319
506371,Warangal Urban,Telangana,18.0746,79.5102
506381,Mahabubabad,Telangana,17.4435,80.1509
506391,Warangal Rural,Telangana,18.2008,79.6289
507001,Khammam,Telangana,17.3263,80.1500
507002,Khammam,Telangana,17.2962,80.1756
507003,Khammam,Telangana,17.2473,80.1514
507101,Bhadradri Kothagudem,Telangana,17.5446,80.6219
507103,Bhadradri Kothagudem,Telangana,17.4688,80.6488
507111,Bhadradri Kothagudem,Telangana,17.6736,80.8936
507114,Bhadradri Kothagudem,Telangana,17.5016,80.9139
507115,Bhadradri Kothagudem,Telangana,17.6092,80.7048
507116,Bhadradri Kothagudem,Telangana,17.8509,80.8156
507117,Bhadradri Kothagudem,Telangana,17.9311,80.8207
507118,Bhadradri Kothagudem,Telangana,17.5446,80.6316
507119,Bhadradri Kothagudem,Telangana,17.4844,80.6514
507120,Bhadradri Kothagudem,Telangana,17.4853,80.5765
507122,Khammam,Telangana,17.4827,80.3028
507123,Bhadradri Kothagudem,Telangana,17.5992,80.3426
507124,Bhadradri Kothagudem,Telangana,17.6022,80.5075
507125,Bhadradri Kothagudem,Telangana,17.5218,80.6268
507128,Bhadradri Kothagudem,Telangana,17.6999,80.8276
507133,Bhadradri Kothagudem,Telangana,17.9193,80.9691
507136,Mulugu,Telangana,18.2964,80.5387
507137,Bhadradri Kothagudem,Telangana,17.8573,80.9264
507138,Bhadradri Kothagudem,Telangana,17.6751,80.7763
507140,Bhadradri Kothagudem,Telangana,18.0172,80.8671
507154,Bhadradri Kothagudem,Telangana,17.6092,80.7048
507157,Khammam,Telangana,17.2100,79.9034
507158,Khammam,Telangana,17.1498,80.0661
507159,Khammam,Telangana,17.2120,79.9573
507160,Khammam,Telangana,17.1018,80.0255
507161,Khammam,Telangana,17.3312,79.8809
507163,Khammam,Telangana,17.3001,80.0601
507164,Khammam,Telangana,,
507165,Khammam,Telangana,17.1918,80.3575
507166,Bhadradri Kothagudem,Telangana,17.3730,80.5942
507167,Khammam,Telangana,17.2110,80.4243
507168,Khammam,Telangana,17.3310,80.4403
507169,Khammam,Telangana,17.0285,80.0717
507170,Khammam,Telangana,17.2812,80.1799
507182,Khammam,Telangana,17.3555,80.2272
507183,Khammam,Telangana,17.3496,80.0071
507201,Khammam,Telangana,16.8228,80.4728
507202,Khammam,Telangana,16.8935,80.5259
507203,Khammam,Telangana,16.9233,80.3631
507204,Khammam,Telangana,17.0341,80.2861
507208,Khammam,Telangana,17.1247,80.2084
507209,Khammam,Telangana,17.2133,80.5500
507210,Mahabubabad,Telangana,17.4879,80.1446
507211,Mahabubabad,Telangana,17.6181,80.1288
507301,Bhadradri Kothagudem,Telangana,17.3273,80.9967
507302,Khammam,Telangana,17.2121,80.6632
507303,Khammam,Telangana,,
507304,Khammam,Telangana,17.0039,80.3714
507305,Khammam,Telangana,17.2381,80.2533
507306,Bhadradri Kothagudem,Telangana,17.2722,81.0092
507316,Bhadradri Kothagudem,Telangana,17.3202,80.6944
507318,Khammam,Telangana,17.2402,80.2017
508001,Nalgonda,Telangana,17.0531,79.2713
508002,Nalgonda,Telangana,17.0522,79.2646
508004,Nalgonda,Telangana,17.0187,79.1747
508101,Yadadri Bhuvanagiri,Telangana,17.6037,79.1214
508105,Yadadri Bhuvanagiri,Telangana,17.7304,78.9369
508111,Yadadri Bhuvanagiri,Telangana,17.4879,79.1631
508112,Yadadri Bhuvanagiri,Telangana,17.3815,79.0643
508113,Yadadri Bhuvanagiri,Telangana,17.3039,79.1224
508114,Nalgonda,Telangana,17.1916,79.0740
508115,Yadadri Bhuvanagiri,Telangana,17.6438,78.8853
508116,Yadadri Bhuvanagiri,Telangana,17.5215,78.8942
508117,Yadadri Bhuvanagiri,Telangana,17.5649,78.8315
508126,Yadadri Bhuvanagiri,Telangana,17.4936,78.7708
508201,Suryapet,Telangana,16.9208,79.7611
508202,Nalgonda,Telangana,16.6538,79.2849
508204,Suryapet,Telangana,16.8651,79.8546
508205,Nalgonda,Telangana,17.2012,79.3113
508206,Suryapet,Telangana,16.9953,79.9728
508207,Nalgonda,Telangana,16.8704,79.5684
508208,Nalgonda,Telangana,16.8585,79.5495
508210,Nalgonda,Telangana,17.2877,79.4012
508211,Nalgonda,Telangana,17.1561,79.4569
508212,Suryapet,Telangana,17.2260,79.8031
508213,Suryapet,Telangana,17.1380,79.6242
508214,Suryapet,Telangana,17.0932,79.6759
508217,Nalgonda,Telangana,16.9746,79.5568
508218,Suryapet,Telangana,16.8582,79.6927
508221,Suryapet,Telangana,17.3300,79.6986
508223,Suryapet,Telangana,17.4777,79.5282
508224,Suryapet,Telangana,17.2777,79.5579
508233,Suryapet,Telangana,17.0525,79.8377
508234,Suryapet,Telangana,17.0856,79.8657
508238,Suryapet,Telangana,16.9341,79.9255
508243,Nalgonda,Telangana,16.6829,79.0115
508244,Nalgonda,Telangana,17.1251,79.1329
508245,Nalgonda,Telangana,16.9514,78.9413
508246,Suryapet,Telangana,16.8182,79.9880
508247,Nalgonda,Telangana,17.0243,79.3765
508248,Nalgonda,Telangana,16.7106,78.9072
508250,Nalgonda,Telangana,16.8377,78.8540
508252,Yadadri Bhuvanagiri,Telangana,17.2746,78.9163
508253,Yadadri Bhuvanagiri,Telangana,17.1124,78.8996
508254,Nalgonda,Telangana,17.2166,79.2143
508255,Nalgonda,Telangana,16.9819,79.0604
508256,Nalgonda,Telangana,16.8819,79.1290
508257,Nalgonda,Telangana,16.7884,79.0378
508258,Nalgonda,Telangana,16.7490,78.9150
508266,Nalgonda,Telangana,16.7081,79.1981
508277,Yadadri Bhuvanagiri,Telangana,17.4639,79.2640
508278,Nalgonda,Telangana,16.8338,79.3865
508279,Suryapet,Telangana,17.3979,79.4971
508280,Suryapet,Telangana,17.4219,79.6263
508284,Yadadri Bhuvanagiri,Telangana,17.3454,78.8241
508285,Yadadri Bhuvanagiri,Telangana,17.4249,78.9550
508286,Yadadri Bhuvanagiri,Telangana,17.5510,79.0081
508355,Nalgonda,Telangana,16.7833,79.5992
508373,Nalgonda,Telangana,16.8650,78.9452
508374,Nalgonda,Telangana,17.0442,79.5512
508376,Suryapet,Telangana,17.2028,79.5707
508377,Nalgonda,Telangana,16.8565,79.2695
509001,Mahabubnagar,Telangana,16.7491,77.9927
509002,Mahabubnagar,Telangana,16.7547,77.9991
509102,Nagarkurnool,Telangana,16.0972,78.3153
509103,Wanaparthy,Telangana,16.3646,78.0648
509104,Wanaparthy,Telangana,16.2055,77.9942
509105,Nagarkurnool,Telangana,16.0737,78.2564
509106,Wanaparthy,Telangana,16.3995,77.9570
509110,Wanaparthy,Telangana,16.4256,77.8129
509120,Wanaparthy,Telangana,,
509125,Jogulamba Gadwal,Telangana,16.2377,77.8042
509126,Jogulamba Gadwal,Telangana,15.8910,77.8262
509127,Jogulamba Gadwal,Telangana,16.0309,77.6461
509128,Jogulamba Gadwal,Telangana,16.0047,77.9126
509129,Jogulamba Gadwal,Telangana,16.0889,77.5265
509130,Wanaparthy,Telangana,16.3753,77.7748
509131,Wanaparthy,Telangana,16.3383,77.8063
509132,Jogulamba Gadwal,Telangana,16.2164,77.7823
509133,Jogulamba Gadwal,Telangana,16.2376,77.7920
509135,Jogulamba Gadwal,Telangana,15.9505,77.8405
509152,Jogulamba Gadwal,Telangana,15.8907,78.1022
509153,Jogulamba Gadwal,Telangana,15.9421,78.0381
509201,Nagarkurnool,Telangana,,
509202,Mahabubnagar,Telangana,16.9491,78.1830
509203,Nagarkurnool,Telangana,16.5301,78.2254
509204,Mahabubnagar,Telangana,16.6206,77.8479
509205,Narayanpet,Telangana,16.6390,77.6306
509206,Wanaparthy,Telangana,16.3965,78.1434
509207,Ranga Reddy,Telangana,,
509208,Narayanpet,Telangana,16.4532,77.5209
509209,Nagarkurnool,Telangana,16.4855,78.3159
509210,Narayanpet,Telangana,16.7371,77.4946
509215,Nagarkurnool,Telangana,16.4041,77.9417
